Load History,Distance to Task,Total Distance Traveled
0.0,22.138,0.0
1.0,17.033,9.052
0.0,2.512,0.0
1.0,16.679,8.996
0.0,24.274,0.0
2.0,7.933,26.085
1.0,7.542,2.512
1.0,13.371,8.996
0.0,7.93,0.0
3.0,19.798,34.018
2.0,19.645,10.054
1.0,12.388,8.996
1.0,18.574,7.93
3.0,4.394,34.018
2.0,4.448,10.054
2.0,18.441,21.384
1.0,15.214,7.93
4.0,3.836,38.412
3.0,3.991,14.502
2.0,15.081,21.384
2.0,4.877,23.144
4.0,6.512,38.412
4.0,4.832,18.493000000000002
2.0,16.831,21.384
3.0,8.844,28.020999999999997
4.0,2.836,38.412
5.0,8.873,23.325000000000003
2.0,21.577,21.384
3.0,13.443,28.020999999999997
5.0,19.792,41.248
6.0,19.135,32.198
2.0,27.162,21.384
4.0,23.942,41.464
5.0,18.215,41.248
6.0,18.872,32.198
3.0,23.9,48.546
0.0,7.596,0.0
0.0,5.92,0.0
0.0,8.92,0.0
0.0,16.542,0.0
0.0,18.274,0.0
1.0,22.585,5.92
1.0,22.564,8.92
0.0,10.773,0.0
1.0,11.741,18.274
1.0,18.442,5.92
1.0,18.392,8.92
1.0,12.216,10.773
2.0,23.939,30.015
1.0,8.766,5.92
1.0,8.786,8.92
2.0,23.757,22.988999999999997
2.0,29.445,30.015
2.0,6.956,14.686
2.0,6.776,17.706
2.0,29.262,22.988999999999997
2.0,19.671,30.015
3.0,20.35,21.642
3.0,19.775,24.482
2.0,19.43,22.988999999999997
2.0,24.899,30.015
4.0,11.806,41.992000000000004
3.0,8.501,24.482
3.0,11.968,42.419
2.0,30.534,30.015
5.0,8.081,53.798
4.0,8.036,32.983
3.0,19.569,42.419
2.0,9.775,30.015
6.0,20.976,61.879000000000005
5.0,21.023,41.019
3.0,11.738,42.419
3.0,6.297,39.79
6.0,14.538,61.879000000000005
5.0,14.584,41.019
4.0,6.251,54.157
0.0,7.949,0.0
0.0,26.695,0.0
0.0,13.898,0.0
0.0,23.402,0.0
1.0,8.521,7.949
0.0,23.348,0.0
1.0,8.501,13.898
0.0,18.377,0.0
2.0,13.655,16.47
0.0,9.801,0.0
2.0,13.91,22.399
0.0,8.47,0.0
2.0,16.934,16.47
1.0,5.644,9.801
2.0,17.189,22.399
1.0,5.465,8.47
2.0,23.657,16.47
2.0,13.392,15.445
2.0,24.202,22.399
2.0,13.526,13.935
2.0,9.208,16.47
3.0,25.73,28.837
2.0,9.753,22.399
3.0,25.38,27.461
3.0,9.241,25.677999999999997
3.0,19.047,28.837
3.0,9.02,32.152
3.0,19.197,27.461
4.0,9.316,34.919
3.0,10.692,28.837
4.0,9.051,41.172
3.0,10.378,27.461
4.0,11.769,34.919
4.0,16.634,39.528999999999996
4.0,11.888,41.172
4.0,16.775,37.839
5.0,19.053,46.687999999999995
4.0,15.133,39.528999999999996
5.0,19.353,53.059999999999995
4.0,15.191,37.839
0.0,5.123,0.0
0.0,13.961,0.0
0.0,10.522,0.0
0.0,8.857,0.0
1.0,5.454,5.123
0.0,8.56,0.0
0.0,11.043,0.0
1.0,6.199,8.857
1.0,16.007,5.123
1.0,10.675,8.56
1.0,10.28,11.043
1.0,16.723,8.857
1.0,13.677,5.123
2.0,2.831,19.235
2.0,3.647,21.323
1.0,14.275,8.857
1.0,19.157,5.123
3.0,6.107,22.066
3.0,6.107,24.97
1.0,19.873,8.857
1.0,23.069,5.123
4.0,7.928,28.173
4.0,7.661,31.076999999999998
1.0,23.667,8.857
1.0,19.933,5.123
5.0,8.181,36.101
5.0,8.49,38.738
1.0,20.678,8.857
2.0,9.431,25.056
5.0,15.361,36.101
5.0,15.67,38.738
2.0,8.936,29.535
3.0,12.315,34.487
5.0,13.981,36.101
5.0,13.761,38.738
3.0,12.211,38.471000000000004
4.0,11.973,46.802
5.0,22.657,36.101
5.0,22.266,38.738
4.0,11.598,50.682
0.0,2.228,0.0
0.0,10.074,0.0
0.0,19.13,0.0
0.0,9.041,0.0
1.0,15.717,2.228
0.0,8.118,0.0
0.0,13.451,0.0
1.0,16.12,9.041
1.0,5.645,2.228
1.0,13.164,8.118
1.0,13.276,13.451
1.0,6.019,9.041
2.0,14.433,7.872999999999999
1.0,4.566,8.118
1.0,4.554,13.451
2.0,14.379,15.06
2.0,18.671,7.872999999999999
2.0,9.24,12.684000000000001
2.0,9.364,18.005000000000003
2.0,18.618,15.06
2.0,9.738,7.872999999999999
3.0,27.956,21.924
3.0,28.531,27.369000000000003
2.0,9.792,15.06
3.0,14.175,17.610999999999997
3.0,16.365,21.924
3.0,16.555,27.369000000000003
3.0,14.541,24.852
4.0,3.414,31.785999999999998
3.0,14.383,21.924
3.0,14.057,27.369000000000003
4.0,3.447,39.393
5.0,3.799,35.199999999999996
3.0,15.158,21.924
3.0,14.833,27.369000000000003
5.0,4.061,42.84
6.0,16.906,38.998999999999995
3.0,28.084,21.924
3.0,28.275,27.369000000000003
6.0,17.472,46.901
0.0,15.203,0.0
0.0,14.086,0.0
0.0,11.118,0.0
0.0,9.698,0.0
0.0,19.13,0.0
1.0,4.311,14.086
0.0,15.791,0.0
1.0,4.799,9.698
0.0,10.004,0.0
2.0,14.353,18.397
0.0,4.516,0.0
2.0,14.248,14.497
1.0,23.308,10.004
2.0,14.932,18.397
1.0,23.524,4.516
2.0,15.386,14.497
1.0,3.786,10.004
3.0,20.095,33.329
1.0,3.671,4.516
3.0,19.815,29.883
2.0,10.58,13.79
3.0,28.246,33.329
2.0,10.509,8.187
3.0,27.966,29.883
3.0,21.958,24.369999999999997
3.0,6.35,33.329
3.0,21.875,18.695999999999998
3.0,6.071,29.883
3.0,12.21,24.369999999999997
4.0,16.727,39.679
3.0,12.41,18.695999999999998
4.0,16.582,35.954
4.0,14.857,36.58
4.0,5.525,39.679
4.0,14.29,31.105999999999998
4.0,5.38,35.954
4.0,22.033,36.58
5.0,14.202,45.204
4.0,21.3,31.105999999999998
5.0,14.376,41.334
0.0,6.28,0.0
0.0,14.526,0.0
0.0,16.634,0.0
0.0,32.944,0.0
1.0,22.25,6.28
0.0,11.38,0.0
1.0,22.211,16.634
0.0,12.498,0.0
1.0,12.136,6.28
1.0,10.996,11.38
1.0,11.881,16.634
1.0,11.121,12.498
2.0,17.353,18.416
1.0,7.586,11.38
1.0,28.169,16.634
2.0,17.074,23.619
2.0,10.496,18.416
2.0,20.914,18.966
1.0,13.44,16.634
3.0,21.347,40.693
3.0,15.786,28.912
2.0,17.035,18.966
2.0,15.812,30.073999999999998
3.0,17.038,40.693
3.0,13.223,28.912
3.0,25.726,36.001000000000005
3.0,25.8,45.885999999999996
3.0,16.8,40.693
4.0,4.532,42.135
3.0,24.889,36.001000000000005
3.0,24.963,45.885999999999996
4.0,4.594,57.492999999999995
5.0,21.47,46.667
3.0,8.169,36.001000000000005
3.0,8.344,45.885999999999996
5.0,21.307,62.086999999999996
5.0,4.528,46.667
4.0,19.908,44.17
4.0,19.9,54.23
5.0,4.687,62.086999999999996
0.0,20.378,0.0
0.0,8.169,0.0
0.0,11.784,0.0
0.0,10.545,0.0
0.0,19.488,0.0
1.0,9.422,8.169
0.0,16.094,0.0
1.0,9.522,10.545
0.0,19.602,0.0
2.0,15.755,17.591
0.0,7.157,0.0
2.0,15.401,20.067
0.0,17.578,0.0
3.0,10.98,33.346000000000004
1.0,10.609,7.157
2.0,12.081,20.067
1.0,16.752,17.578
3.0,13.848,33.346000000000004
2.0,16.214,17.766
2.0,22.999,20.067
2.0,12.891,34.33
3.0,20.216,33.346000000000004
3.0,13.644,33.98
2.0,19.243,20.067
3.0,11.143,47.221
3.0,19.088,33.346000000000004
3.0,6.989,33.98
3.0,11.143,39.31
4.0,13.383,58.364
3.0,28.037,33.346000000000004
4.0,13.138,40.968999999999994
3.0,10.499,39.31
4.0,16.221,58.364
4.0,24.716,61.383
4.0,16.176,40.968999999999994
4.0,24.616,49.809000000000005
5.0,6.271,74.585
4.0,30.866,61.383
5.0,6.471,57.144999999999996
4.0,30.766,49.809000000000005
0.0,6.28,0.0
0.0,4.171,0.0
0.0,11.417,0.0
0.0,16.91,0.0
0.0,14.136,0.0
1.0,9.645,4.171
1.0,9.295,11.417
0.0,11.881,0.0
0.0,14.93,0.0
2.0,6.888,13.815999999999999
1.0,12.355,11.417
1.0,6.301,11.881
0.0,27.662,0.0
3.0,20.179,20.704
1.0,21.913,11.417
2.0,20.038,18.182000000000002
0.0,28.354,0.0
4.0,1.466,40.882999999999996
1.0,22.605,11.417
3.0,1.721,38.22
0.0,21.896,0.0
5.0,12.898,42.349
1.0,15.756,11.417
4.0,12.762,39.941
1.0,13.347,21.896
5.0,20.5,42.349
2.0,13.883,27.173000000000002
4.0,20.364,39.941
2.0,13.036,35.243
5.0,8.329,42.349
3.0,12.762,41.056
4.0,8.193,39.941
3.0,6.975,48.279
5.0,14.062,42.349
3.0,6.138,41.056
5.0,6.873,48.134
4.0,6.398,55.254000000000005
5.0,17.983,42.349
4.0,5.703,47.193999999999996
5.0,10.046,48.134
0.0,10.561,0.0
0.0,13.921,0.0
0.0,20.27,0.0
0.0,19.905,0.0
1.0,26.208,10.561
0.0,31.881,0.0
0.0,7.801,0.0
1.0,26.066,19.905
1.0,11.295,10.561
1.0,15.677,31.881
1.0,15.349,7.801
1.0,11.236,19.905
2.0,6.35,21.856
1.0,10.711,31.881
1.0,10.583,7.801
2.0,6.486,31.141000000000002
3.0,16.621,28.206000000000003
1.0,25.411,31.881
2.0,17.095,18.384
2.0,10.63,31.141000000000002
4.0,7.277,44.827
1.0,19.883,31.881
2.0,10.747,18.384
3.0,7.393,41.771
5.0,12.891,52.104
1.0,18.748,31.881
3.0,13.578,29.131
3.0,10.794,41.771
5.0,5.907,52.104
2.0,7.438,50.629000000000005
3.0,6.594,29.131
4.0,7.226,52.565
5.0,8.54,52.104
3.0,14.496,58.06700000000001
4.0,14.372,35.725
4.0,21.092,52.565
6.0,10.212,60.644
3.0,12.155,58.06700000000001
5.0,10.333,50.097
4.0,19.01,52.565
0.0,7.825,0.0
0.0,2.512,0.0
0.0,19.678,0.0
0.0,4.171,0.0
0.0,14.449,0.0
1.0,13.301,2.512
0.0,9.108,0.0
1.0,13.351,4.171
0.0,24.12,0.0
2.0,16.046,15.813
1.0,15.841,9.108
1.0,27.72,4.171
0.0,4.508,0.0
3.0,26.341,31.859
2.0,26.198,24.948999999999998
1.0,4.808,4.171
1.0,7.647,4.508
3.0,33.182,31.859
2.0,33.039,24.948999999999998
2.0,7.783,8.979
2.0,28.109,12.155000000000001
3.0,4.828,31.859
2.0,4.686,24.948999999999998
3.0,28.266,16.762
2.0,28.795,12.155000000000001
4.0,14.748,36.687000000000005
3.0,15.015,29.634999999999998
3.0,29.052,16.762
3.0,19.676,40.95
4.0,11.932,36.687000000000005
4.0,19.197,44.65
3.0,16.546,16.762
3.0,10.902,40.95
5.0,10.5,48.61900000000001
4.0,10.423,44.65
4.0,10.171,33.308
4.0,10.739,51.852000000000004
5.0,10.889,48.61900000000001
4.0,15.599,44.65
5.0,10.651,43.479
0.0,12.995,0.0
0.0,24.446,0.0
0.0,8.675,0.0
0.0,2.514,0.0
1.0,8.18,12.995
0.0,19.207,0.0
0.0,15.217,0.0
1.0,8.787,2.514
2.0,10.921,21.174999999999997
0.0,12.973,0.0
0.0,11.784,0.0
2.0,10.974,11.301
2.0,4.776,21.174999999999997
1.0,11.615,12.973
1.0,12.023,11.784
2.0,4.406,11.301
3.0,27.659,25.950999999999997
1.0,18.659,12.973
1.0,18.252,11.784
3.0,27.901,15.707
3.0,16.493,25.950999999999997
2.0,19.335,31.631999999999998
2.0,19.301,30.036
3.0,16.734,15.707
4.0,19.152,42.443999999999996
2.0,18.363,31.631999999999998
2.0,18.763,30.036
4.0,19.089,32.441
4.0,5.911,42.443999999999996
3.0,15.614,49.995
3.0,15.534,48.79900000000001
4.0,5.849,32.441
5.0,24.994,48.355
3.0,9.542,49.995
3.0,9.533,48.79900000000001
5.0,25.43,38.290000000000006
5.0,12.657,48.355
4.0,18.054,59.537
4.0,17.492,58.33200000000001
5.0,12.721,38.290000000000006
0.0,29.695,0.0
0.0,26.567,0.0
0.0,7.547,0.0
0.0,8.4,0.0
0.0,7.93,0.0
1.0,26.519,26.567
1.0,26.21,7.547
0.0,26.962,0.0
1.0,15.019,7.93
1.0,12.606,26.567
1.0,12.903,7.547
1.0,14.881,26.962
2.0,22.257,22.948999999999998
1.0,30.66,26.567
2.0,22.454,20.45
1.0,10.969,26.962
3.0,15.156,45.206
1.0,26.575,26.567
2.0,14.351,20.45
2.0,15.281,37.931
3.0,31.601,45.206
2.0,25.509,53.141999999999996
3.0,25.509,34.801
2.0,31.726,37.931
4.0,18.809,76.807
2.0,6.876,53.141999999999996
4.0,19.038,60.31
2.0,17.546,37.931
4.0,27.766,76.807
3.0,11.882,60.017999999999994
4.0,27.995,60.31
3.0,12.216,55.477
4.0,20.941,76.807
4.0,6.463,71.89999999999999
4.0,21.17,60.31
4.0,6.825,67.693
4.0,8.983,76.807
5.0,13.024,78.36299999999999
4.0,9.213,60.31
5.0,12.97,74.518
0.0,3.03,0.0
0.0,18.352,0.0
0.0,9.108,0.0
0.0,3.74,0.0
1.0,4.191,3.03
0.0,14.465,0.0
0.0,5.924,0.0
1.0,3.849,3.74
2.0,14.778,7.221
0.0,23.162,0.0
1.0,14.837,5.924
1.0,15.376,3.74
3.0,24.253,21.999000000000002
0.0,4.508,0.0
2.0,24.477,20.761
1.0,16.332,3.74
3.0,9.323,21.999000000000002
1.0,15.938,4.508
2.0,9.299,20.761
2.0,15.443,20.072000000000003
3.0,6.171,21.999000000000002
2.0,3.164,20.446
3.0,2.707,30.06
2.0,17.891,20.072000000000003
3.0,28.098,21.999000000000002
3.0,22.206,23.610000000000003
4.0,22.122,32.766999999999996
2.0,15.758,20.072000000000003
3.0,18.417,21.999000000000002
4.0,25.099,45.816
4.0,12.193,32.766999999999996
3.0,25.119,35.83
4.0,12.359,40.416000000000004
4.0,19.754,45.816
5.0,11.944,44.959999999999994
3.0,19.775,35.83
5.0,6.613,52.775000000000006
4.0,17.877,45.816
5.0,7.885,44.959999999999994
4.0,6.729,55.605
0.0,19.448,0.0
0.0,25.61,0.0
0.0,22.61,0.0
0.0,11.936,0.0
1.0,20.265,19.448
0.0,7.473,0.0
0.0,4.473,0.0
1.0,20.045,11.936
1.0,13.207,19.448
1.0,13.553,7.473
1.0,13.336,4.473
1.0,12.986,11.936
1.0,18.871,19.448
2.0,9.816,21.026
2.0,9.887,17.809
1.0,18.651,11.936
1.0,15.225,19.448
3.0,17.075,30.842
3.0,17.237,27.696
1.0,15.121,11.936
2.0,21.965,34.673
3.0,13.634,30.842
3.0,13.672,27.696
2.0,22.281,27.057000000000002
2.0,13.546,34.673
4.0,9.605,44.476
4.0,9.251,41.368
2.0,13.531,27.057000000000002
3.0,8.901,48.219
4.0,16.286,44.476
4.0,15.932,41.368
3.0,8.759,40.588
4.0,12.381,57.120000000000005
4.0,16.775,44.476
4.0,16.422,41.368
4.0,12.615,49.347
5.0,17.228,69.501
4.0,9.227,44.476
4.0,9.081,41.368
5.0,17.29,61.962
0.0,4.516,0.0
0.0,12.588,0.0
0.0,2.512,0.0
0.0,15.791,0.0
1.0,18.963,4.516
0.0,23.402,0.0
1.0,19.259,2.512
0.0,12.061,0.0
2.0,3.4,23.479
0.0,20.252,0.0
1.0,16.109,2.512
1.0,3.424,12.061
3.0,5.525,26.878999999999998
0.0,18.377,0.0
1.0,17.031,2.512
2.0,5.263,15.485
4.0,17.452,32.403999999999996
0.0,5.794,0.0
1.0,7.946,2.512
3.0,17.274,20.747999999999998
4.0,22.827,32.403999999999996
1.0,11.118,5.794
2.0,11.323,10.458
3.0,23.105,20.747999999999998
4.0,4.068,32.403999999999996
2.0,18.585,16.912
3.0,18.364,21.781
3.0,4.346,20.747999999999998
5.0,8.949,36.471999999999994
2.0,22.192,16.912
3.0,22.055,21.781
4.0,9.161,25.093999999999998
6.0,20.927,45.42099999999999
2.0,28.665,16.912
3.0,28.445,21.781
5.0,20.939,34.254999999999995
6.0,18.288,45.42099999999999
3.0,5.223,45.577
4.0,5.352,50.226
5.0,18.3,34.254999999999995
0.0,7.166,0.0
0.0,12.886,0.0
0.0,10.464,0.0
0.0,2.512,0.0
1.0,17.727,7.166
0.0,5.412,0.0
0.0,13.796,0.0
1.0,18.186,2.512
1.0,14.198,7.166
1.0,7.856,5.412
1.0,8.177,13.796
1.0,14.305,2.512
1.0,14.799,7.166
2.0,9.87,13.268
2.0,9.055,21.973
1.0,15.258,2.512
1.0,4.658,7.166
3.0,15.199,23.137999999999998
2.0,16.66,21.973
2.0,15.366,17.77
2.0,8.502,11.824000000000002
3.0,16.449,23.137999999999998
2.0,13.131,21.973
3.0,9.06,33.135999999999996
3.0,25.392,20.326
3.0,12.053,23.137999999999998
3.0,25.298,35.104
3.0,26.527,33.135999999999996
3.0,13.586,20.326
4.0,15.256,35.191
3.0,13.61,35.104
4.0,15.206,59.663
4.0,25.244,33.912
4.0,34.973,35.191
4.0,25.132,48.714
4.0,34.952,59.663
4.0,10.763,33.912
5.0,26.721,70.164
5.0,26.842,73.846
4.0,11.885,59.663
0.0,22.71,0.0
0.0,22.708,0.0
0.0,4.516,0.0
0.0,11.118,0.0
0.0,20.378,0.0
1.0,8.206,22.708
1.0,8.077,4.516
0.0,5.899,0.0
0.0,8.169,0.0
2.0,23.555,30.913999999999998
1.0,22.601,4.516
1.0,23.438,5.899
1.0,25.139,8.169
2.0,2.362,30.913999999999998
2.0,25.139,27.116999999999997
1.0,2.245,5.899
1.0,17.771,8.169
3.0,12.521,33.275999999999996
2.0,17.771,27.116999999999997
2.0,12.162,8.144
2.0,9.486,25.94
3.0,20.273,33.275999999999996
2.0,10.94,27.116999999999997
3.0,9.236,20.306
3.0,12.372,35.426
3.0,13.438,33.275999999999996
2.0,21.148,27.116999999999997
4.0,12.322,29.542
4.0,11.568,47.798
3.0,10.585,33.275999999999996
2.0,14.757,27.116999999999997
5.0,11.138,41.864000000000004
4.0,9.25,47.798
4.0,13.442,43.861
3.0,13.562,41.873999999999995
5.0,9.013,41.864000000000004
5.0,5.495,57.048
4.0,18.724,43.861
3.0,18.845,41.873999999999995
6.0,5.141,50.877
0.0,11.714,0.0
0.0,11.988,0.0
0.0,4.747,0.0
0.0,12.498,0.0
1.0,16.77,11.714
0.0,15.405,0.0
1.0,16.916,4.747
0.0,25.303,0.0
1.0,8.225,11.714
1.0,10.397,15.405
2.0,10.459,21.663
0.0,18.808,0.0
2.0,7.923,19.939
1.0,6.883,15.405
3.0,7.514,32.122
0.0,18.749,0.0
2.0,17.423,19.939
2.0,13.604,22.288
4.0,13.742,39.636
0.0,8.702,0.0
2.0,12.16,19.939
3.0,11.834,35.891999999999996
4.0,4.471,39.636
1.0,11.922,8.702
3.0,13.525,32.099000000000004
3.0,8.625,35.891999999999996
4.0,14.017,39.636
2.0,13.633,20.624000000000002
3.0,15.782,32.099000000000004
4.0,16.815,44.516999999999996
4.0,11.717,39.636
3.0,16.823,34.257000000000005
4.0,10.801,47.881
4.0,6.864,44.516999999999996
5.0,10.544,51.353
3.0,6.873,34.257000000000005
4.0,6.641,47.881
5.0,11.274,51.38099999999999
5.0,6.121,51.353
4.0,10.77,41.13
0.0,14.526,0.0
0.0,14.555,0.0
0.0,13.74,0.0
0.0,11.083,0.0
1.0,15.408,14.526
0.0,26.574,0.0
0.0,11.23,0.0
1.0,16.107,11.083
2.0,11.007,29.933999999999997
0.0,20.994,0.0
1.0,11.078,11.23
1.0,6.535,11.083
3.0,17.104,40.940999999999995
0.0,16.542,0.0
1.0,26.599,11.23
2.0,16.559,17.618000000000002
3.0,18.464,40.940999999999995
1.0,14.277,16.542
1.0,23.918,11.23
3.0,14.003,34.17700000000001
3.0,4.306,40.940999999999995
2.0,15.057,30.819000000000003
1.0,9.704,11.23
4.0,14.707,48.18000000000001
4.0,20.57,45.24699999999999
2.0,5.388,30.819000000000003
2.0,20.346,20.934
4.0,5.738,48.18000000000001
4.0,13.62,45.24699999999999
3.0,14.866,36.207
2.0,13.645,20.934
5.0,15.235,53.918000000000006
4.0,11.96,45.24699999999999
4.0,25.104,51.073
3.0,24.857,34.579
5.0,27.92,53.918000000000006
5.0,23.611,57.206999999999994
4.0,5.418,51.073
4.0,23.47,59.436
5.0,12.365,53.918000000000006
0.0,13.352,0.0
0.0,21.371,0.0
0.0,26.812,0.0
0.0,10.897,0.0
1.0,23.524,13.352
0.0,10.561,0.0
0.0,4.083,0.0
1.0,23.662,10.897
1.0,7.748,13.352
1.0,17.583,10.561
1.0,16.975,4.083
1.0,7.886,10.897
2.0,6.739,21.1
1.0,20.215,10.561
1.0,19.608,4.083
2.0,7.21,18.783
3.0,8.888,27.839000000000002
1.0,21.015,10.561
1.0,20.408,4.083
3.0,9.023,25.993000000000002
4.0,5.082,36.727000000000004
1.0,16.997,10.561
1.0,16.39,4.083
4.0,4.978,35.016000000000005
4.0,4.416,36.727000000000004
2.0,7.81,27.558
2.0,8.41,20.473
4.0,4.166,35.016000000000005
4.0,16.798,36.727000000000004
3.0,17.193,35.368
3.0,17.013,28.883
4.0,16.548,35.016000000000005
4.0,23.062,36.727000000000004
4.0,10.668,52.56100000000001
4.0,10.726,45.896
4.0,22.812,35.016000000000005
4.0,7.48,36.727000000000004
5.0,28.316,63.229000000000006
5.0,27.725,56.622
4.0,7.73,35.016000000000005
0.0,6.36,0.0
0.0,13.568,0.0
0.0,3.586,0.0
0.0,16.631,0.0
1.0,5.282,6.36
0.0,8.597,0.0
1.0,5.099,3.586
0.0,19.91,0.0
1.0,6.082,6.36
1.0,9.023,8.597
2.0,9.147,8.685
0.0,11.083,0.0
2.0,6.233,12.442
1.0,2.916,8.597
2.0,2.791,8.685
1.0,6.706,11.083
2.0,9.161,12.442
2.0,13.923,11.513
3.0,13.952,11.476
1.0,8.689,11.083
3.0,15.493,21.603
2.0,4.427,11.513
3.0,4.356,11.476
2.0,15.355,19.772
3.0,5.907,21.603
3.0,9.882,15.94
4.0,10.358,15.832
2.0,5.769,19.772
4.0,11.44,27.51
3.0,20.921,15.94
4.0,20.914,15.832
3.0,11.252,25.540999999999997
5.0,16.73,38.95
3.0,13.136,15.94
4.0,13.128,15.832
4.0,16.864,36.793
5.0,13.97,38.95
4.0,23.371,29.076
5.0,23.616,28.96
4.0,13.504,36.793
0.0,8.679,0.0
0.0,16.704,0.0
0.0,11.679,0.0
0.0,7.318,0.0
1.0,11.758,8.679
0.0,11.796,0.0
0.0,11.475,0.0
1.0,11.578,7.318
1.0,14.641,8.679
1.0,8.313,11.796
1.0,8.97,11.475
1.0,14.42,7.318
1.0,10.716,8.679
2.0,10.951,20.109
2.0,10.676,20.445
1.0,10.495,7.318
2.0,10.281,19.395
2.0,8.269,20.109
2.0,8.295,20.445
2.0,10.207,17.813
2.0,16.6,19.395
3.0,23.839,28.378
3.0,24.027,28.740000000000002
2.0,16.774,17.813
3.0,21.508,35.995000000000005
3.0,16.988,28.378
3.0,16.676,28.740000000000002
3.0,21.807,34.587
3.0,5.22,35.995000000000005
4.0,17.236,45.366
4.0,17.033,45.416
3.0,5.548,34.587
4.0,4.728,41.215
4.0,19.835,45.366
4.0,19.631,45.416
4.0,5.108,40.135000000000005
5.0,16.41,45.943000000000005
4.0,3.275,45.366
4.0,3.071,45.416
5.0,16.605,45.243
0.0,12.483,0.0
0.0,7.547,0.0
0.0,5.312,0.0
0.0,8.39,0.0
0.0,9.413,0.0
1.0,21.655,7.547
1.0,21.651,5.312
0.0,14.086,0.0
1.0,11.045,9.413
1.0,12.437,7.547
1.0,12.641,5.312
1.0,10.68,14.086
2.0,10.423,20.458
1.0,4.382,7.547
1.0,4.378,5.312
2.0,10.759,24.766
2.0,6.999,20.458
2.0,16.397,11.928999999999998
2.0,16.763,9.690000000000001
2.0,6.486,24.766
3.0,18.579,27.456999999999997
2.0,21.443,11.928999999999998
2.0,21.302,9.690000000000001
3.0,18.087,31.252
3.0,7.213,27.456999999999997
3.0,24.891,33.372
3.0,25.47,30.992
3.0,7.616,31.252
4.0,18.362,34.669999999999995
3.0,7.338,33.372
3.0,7.918,30.992
4.0,18.671,38.867999999999995
4.0,10.189,34.669999999999995
4.0,14.015,40.71
4.0,13.944,38.910000000000004
4.0,10.946,38.867999999999995
5.0,19.482,44.858999999999995
4.0,14.356,40.71
4.0,14.286,38.910000000000004
5.0,19.461,49.81399999999999
0.0,29.148,0.0
0.0,26.704,0.0
0.0,13.352,0.0
0.0,11.798,0.0
0.0,19.169,0.0
1.0,15.563,26.704
0.0,5.836,0.0
1.0,15.527,11.798
1.0,23.249,19.169
1.0,29.215,26.704
1.0,23.266,5.836
1.0,28.879,11.798
1.0,9.875,19.169
2.0,13.697,55.919
2.0,13.097,29.101999999999997
1.0,19.979,11.798
2.0,6.98,29.044
2.0,11.494,55.919
2.0,11.743,29.101999999999997
2.0,7.068,31.777
3.0,20.036,36.024
2.0,25.409,55.919
2.0,24.809,29.101999999999997
3.0,20.01,38.845
4.0,19.088,56.06
2.0,14.815,55.919
3.0,19.368,53.911
3.0,10.83,38.845
4.0,11.068,56.06
3.0,13.392,70.734
3.0,11.347,53.911
4.0,13.937,49.675
5.0,11.319,67.128
3.0,16.23,70.734
4.0,11.736,65.258
4.0,16.599,49.675
6.0,20.926,78.447
3.0,16.438,70.734
5.0,20.981,76.994
4.0,16.983,49.675
0.0,11.38,0.0
0.0,4.747,0.0
0.0,15.438,0.0
0.0,12.288,0.0
0.0,14.158,0.0
1.0,8.121,4.747
0.0,14.796,0.0
1.0,8.109,12.288
0.0,14.686,0.0
2.0,15.106,12.868
0.0,7.949,0.0
2.0,14.773,20.397
1.0,30.384,14.686
2.0,26.475,12.868
1.0,30.822,7.949
2.0,26.642,20.397
2.0,11.05,45.07
2.0,20.367,12.868
2.0,11.515,38.771
2.0,20.534,20.397
2.0,12.611,45.07
3.0,8.375,33.235
3.0,8.693,50.286
2.0,14.156,20.397
2.0,29.571,45.07
4.0,20.227,41.61
3.0,19.633,50.286
3.0,19.894,34.553
2.0,20.209,45.07
5.0,10.202,61.837
3.0,10.271,50.286
4.0,10.061,54.446999999999996
2.0,29.024,45.07
6.0,11.838,72.039
4.0,11.817,60.557
4.0,5.226,54.446999999999996
2.0,9.676,45.07
7.0,19.218,83.877
4.0,10.4,60.557
5.0,19.305,59.672999999999995
0.0,4.7,0.0
0.0,14.912,0.0
0.0,28.224,0.0
0.0,7.171,0.0
1.0,20.833,4.7
0.0,10.489,0.0
0.0,6.917,0.0
1.0,21.269,7.171
1.0,3.474,4.7
1.0,20.152,10.489
1.0,20.038,6.917
1.0,3.662,7.171
2.0,26.343,8.174
1.0,6.606,10.489
1.0,6.802,6.917
2.0,26.421,10.833
2.0,15.315,8.174
2.0,11.269,17.095
2.0,10.774,13.719
2.0,15.586,10.833
2.0,26.471,8.174
3.0,13.362,28.363999999999997
3.0,14.095,24.493
2.0,26.742,10.833
2.0,12.711,8.174
4.0,16.806,41.726
4.0,16.735,38.588
2.0,12.481,10.833
3.0,17.707,20.884999999999998
4.0,8.23,41.726
4.0,8.259,38.588
3.0,17.576,23.314
3.0,13.003,20.884999999999998
5.0,12.049,49.956
5.0,12.053,46.847
3.0,13.078,23.314
4.0,6.273,33.888
5.0,6.171,49.956
5.0,6.133,46.847
4.0,5.782,36.391999999999996
0.0,8.083,0.0
0.0,15.241,0.0
0.0,8.106,0.0
0.0,12.49,0.0
1.0,14.248,8.083
0.0,3.299,0.0
1.0,14.757,8.106
0.0,19.488,0.0
1.0,9.795,8.083
1.0,16.954,3.299
2.0,16.788,22.863
0.0,2.513,0.0
2.0,25.475,17.878
1.0,9.637,3.299
